dataset_source,repo_name,time,function_change_events_scored,function_change_events_failed,agc_function_change_events,hwc_function_change_events,added_agc_function_events,added_hwc_function_events,modified_agc_function_events,modified_hwc_function_events,agc_function_change_event_ratio
control,aws-samples/aws-dms-cdc-data-pipeline,2025-01,0,0,0,0,0,0,0,0,
control,aws/nova-act,2025-03,101,0,40,61,40,61,0,0,0.39603960396039606
control,aws/nova-act,2025-04,68,0,12,56,3,11,9,45,0.17647058823529413
control,aws/nova-act,2025-05,30,0,11,19,9,1,2,18,0.36666666666666664
control,aws/nova-act,2025-06,169,0,50,119,48,51,2,68,0.2958579881656805
control,aws/nova-act,2025-07,78,0,28,50,21,19,7,31,0.358974358974359
control,aws/nova-act,2025-08,213,0,74,139,34,40,40,99,0.3474178403755869
control,baaivision/EVE,2024-06,264,0,70,194,70,192,0,2,0.26515151515151514
control,baaivision/EVE,2024-07,0,0,0,0,0,0,0,0,
control,baaivision/EVE,2024-10,0,0,0,0,0,0,0,0,
control,baaivision/EVE,2025-02,293,0,96,197,96,194,0,3,0.32764505119453924
control,baaivision/EVE,2025-07,6,0,2,4,2,0,0,4,0.3333333333333333
control,believethehype/nostrdvm,2024-01,121,0,8,113,8,24,0,89,0.06611570247933884
control,believethehype/nostrdvm,2024-02,102,0,9,93,6,19,3,74,0.08823529411764706
control,believethehype/nostrdvm,2024-03,212,0,16,196,13,56,3,140,0.07547169811320754
control,believethehype/nostrdvm,2024-04,139,0,14,125,7,28,7,97,0.10071942446043165
control,believethehype/nostrdvm,2024-05,239,0,24,215,6,24,18,191,0.100418410041841
control,believethehype/nostrdvm,2024-06,676,0,150,526,72,103,78,423,0.22189349112426035
control,believethehype/nostrdvm,2024-07,131,0,17,114,16,56,1,58,0.1297709923664122
control,believethehype/nostrdvm,2024-08,256,0,24,232,19,76,5,156,0.09375
control,believethehype/nostrdvm,2024-09,241,0,12,229,2,23,10,206,0.04979253112033195
control,believethehype/nostrdvm,2024-10,48,0,4,44,4,19,0,25,0.08333333333333333
control,believethehype/nostrdvm,2024-11,843,0,56,787,16,50,40,737,0.066429418742586
control,believethehype/nostrdvm,2024-12,165,0,8,157,7,23,1,134,0.048484848484848485
control,believethehype/nostrdvm,2025-01,88,0,8,80,6,19,2,61,0.09090909090909091
control,believethehype/nostrdvm,2025-02,201,0,41,160,34,45,7,115,0.20398009950248755
control,believethehype/nostrdvm,2025-03,1,0,0,1,0,0,0,1,0.0
control,believethehype/nostrdvm,2025-04,4,0,0,4,0,0,0,4,0.0
control,believethehype/nostrdvm,2025-05,9,0,0,9,0,5,0,4,0.0
control,believethehype/nostrdvm,2025-08,9,0,0,9,0,1,0,8,0.0
control,bobokun/actualtap-py,2024-07,36,0,18,18,14,11,4,7,0.5
control,bobokun/actualtap-py,2024-08,0,0,0,0,0,0,0,0,
control,bobokun/actualtap-py,2024-09,0,0,0,0,0,0,0,0,
control,bobokun/actualtap-py,2024-10,5,0,0,5,0,2,0,3,0.0
control,bobokun/actualtap-py,2024-11,10,0,0,10,0,3,0,7,0.0
control,bobokun/actualtap-py,2024-12,1,0,0,1,0,0,0,1,0.0
control,bobokun/actualtap-py,2025-01,1,0,0,1,0,0,0,1,0.0
control,bobokun/actualtap-py,2025-02,0,0,0,0,0,0,0,0,
control,bobokun/actualtap-py,2025-03,0,0,0,0,0,0,0,0,
control,bobokun/actualtap-py,2025-04,1,0,0,1,0,0,0,1,0.0
control,bobokun/actualtap-py,2025-05,0,0,0,0,0,0,0,0,
control,bobokun/actualtap-py,2025-06,1,0,0,1,0,0,0,1,0.0
control,bobokun/actualtap-py,2025-07,88,0,21,67,20,55,1,12,0.23863636363636365
control,bobokun/actualtap-py,2025-08,0,0,0,0,0,0,0,0,
control,bropines/chrome-lens-py,2024-08,44,0,13,31,8,18,5,13,0.29545454545454547
control,bropines/chrome-lens-py,2024-09,34,0,7,27,5,9,2,18,0.20588235294117646
control,bropines/chrome-lens-py,2024-10,45,0,8,37,2,2,6,35,0.17777777777777778
control,bropines/chrome-lens-py,2024-11,48,0,4,44,2,11,2,33,0.08333333333333333
control,bropines/chrome-lens-py,2024-12,9,0,4,5,1,0,3,5,0.4444444444444444
control,bropines/chrome-lens-py,2025-01,1,0,0,1,0,0,0,1,0.0
control,bropines/chrome-lens-py,2025-02,40,0,11,29,3,3,8,26,0.275
control,bropines/chrome-lens-py,2025-03,63,0,12,51,5,11,7,40,0.19047619047619047
control,bropines/chrome-lens-py,2025-06,80,0,7,73,4,39,3,34,0.0875
control,bropines/chrome-lens-py,2025-08,7,0,0,7,0,1,0,6,0.0
control,caffeinedoom/reconthing,2024-11,87,0,16,71,16,71,0,0,0.1839080459770115
control,cyb3rfortr3ss/ByDeF,2025-03,0,0,0,0,0,0,0,0,
control,cyb3rfortr3ss/ByDeF,2025-05,12,0,5,7,5,7,0,0,0.4166666666666667
control,davidhandsome86/LLM_RAG,2024-02,5,0,3,2,3,2,0,0,0.6
control,davidhandsome86/LLM_RAG,2024-03,0,0,0,0,0,0,0,0,
control,daxa-ai/pebblo,2024-01,178,0,30,148,22,68,8,80,0.16853932584269662
control,daxa-ai/pebblo,2024-02,139,0,21,118,17,69,4,49,0.1510791366906475
control,daxa-ai/pebblo,2024-03,144,0,29,115,19,30,10,85,0.2013888888888889
control,daxa-ai/pebblo,2024-04,57,0,10,47,9,14,1,33,0.17543859649122806
control,daxa-ai/pebblo,2024-05,84,0,14,70,12,30,2,40,0.16666666666666666
control,daxa-ai/pebblo,2024-06,16,0,2,14,2,12,0,2,0.125
control,daxa-ai/pebblo,2024-07,127,0,21,106,15,37,6,69,0.16535433070866143
control,daxa-ai/pebblo,2024-08,188,0,29,159,24,75,5,84,0.15425531914893617
control,daxa-ai/pebblo,2024-09,206,0,32,174,21,63,11,111,0.1553398058252427
control,daxa-ai/pebblo,2024-10,35,0,5,30,5,23,0,7,0.14285714285714285
control,daxa-ai/pebblo,2024-11,10,0,1,9,1,9,0,0,0.1
control,daxa-ai/pebblo,2025-02,52,0,11,41,11,26,0,15,0.21153846153846154
control,daxa-ai/pebblo,2025-06,12,0,4,8,4,8,0,0,0.3333333333333333
control,dimatura/pypcd,2024-06,0,0,0,0,0,0,0,0,
control,dimatura/pypcd,2024-07,0,0,0,0,0,0,0,0,
control,djeada/Kurs-Podstaw-Pythona,2024-03,0,0,0,0,0,0,0,0,
control,djeada/Kurs-Podstaw-Pythona,2024-04,0,0,0,0,0,0,0,0,
control,djeada/Kurs-Podstaw-Pythona,2024-05,0,0,0,0,0,0,0,0,
control,djeada/Kurs-Podstaw-Pythona,2024-06,1,0,1,0,1,0,0,0,1.0
control,djeada/Kurs-Podstaw-Pythona,2024-07,0,0,0,0,0,0,0,0,
control,djeada/Kurs-Podstaw-Pythona,2024-08,0,0,0,0,0,0,0,0,
control,djeada/Kurs-Podstaw-Pythona,2024-09,0,0,0,0,0,0,0,0,
control,djeada/Kurs-Podstaw-Pythona,2024-10,0,0,0,0,0,0,0,0,
control,djeada/Kurs-Podstaw-Pythona,2024-11,0,0,0,0,0,0,0,0,
control,djeada/Kurs-Podstaw-Pythona,2024-12,0,0,0,0,0,0,0,0,
control,djeada/Kurs-Podstaw-Pythona,2025-01,0,0,0,0,0,0,0,0,
control,djeada/Kurs-Podstaw-Pythona,2025-05,0,0,0,0,0,0,0,0,
control,dottxt-ai/prompts,2024-07,38,0,16,22,14,13,2,9,0.42105263157894735
control,dottxt-ai/prompts,2024-08,0,0,0,0,0,0,0,0,
control,dottxt-ai/prompts,2024-09,21,0,10,11,2,4,8,7,0.47619047619047616
control,dottxt-ai/prompts,2025-07,0,0,0,0,0,0,0,0,
control,dromara/domain-admin,2024-01,113,0,49,64,41,47,8,17,0.4336283185840708
control,dromara/domain-admin,2024-02,73,0,17,56,16,20,1,36,0.2328767123287671
control,dromara/domain-admin,2024-03,46,0,15,31,11,12,4,19,0.32608695652173914
control,dromara/domain-admin,2024-04,25,0,5,20,3,4,2,16,0.2
control,dromara/domain-admin,2024-05,8,0,3,5,2,3,1,2,0.375
control,dromara/domain-admin,2024-06,62,0,34,28,24,7,10,21,0.5483870967741935
control,dromara/domain-admin,2024-07,312,0,53,259,12,20,41,239,0.16987179487179488
control,dromara/domain-admin,2024-08,53,0,18,35,15,28,3,7,0.33962264150943394
control,dromara/domain-admin,2024-09,21,0,11,10,6,3,5,7,0.5238095238095238
control,dromara/domain-admin,2024-10,22,0,8,14,8,5,0,9,0.36363636363636365
control,dromara/domain-admin,2024-11,27,0,6,21,4,4,2,17,0.2222222222222222
control,dromara/domain-admin,2024-12,1,0,0,1,0,0,0,1,0.0
control,dromara/domain-admin,2025-02,1,0,0,1,0,0,0,1,0.0
control,dromara/domain-admin,2025-03,2,0,0,2,0,0,0,2,0.0
control,dromara/domain-admin,2025-04,4,0,0,4,0,3,0,1,0.0
control,dromara/domain-admin,2025-06,12,0,1,11,1,10,0,1,0.08333333333333333
control,dromara/domain-admin,2025-07,8,0,1,7,0,0,1,7,0.125
control,dromara/domain-admin,2025-08,3,0,0,3,0,1,0,2,0.0
control,dymmond/edgy,2024-01,370,0,39,331,35,253,4,78,0.10540540540540541
control,dymmond/edgy,2024-02,0,0,0,0,0,0,0,0,
control,dymmond/edgy,2024-04,15,0,0,15,0,10,0,5,0.0
control,dymmond/edgy,2024-05,340,0,114,226,100,161,14,65,0.3352941176470588
control,dymmond/edgy,2024-06,548,0,130,418,90,240,40,178,0.23722627737226276
control,dymmond/edgy,2024-07,0,0,0,0,0,0,0,0,
control,dymmond/edgy,2024-08,617,0,143,474,79,77,64,397,0.23176661264181522
control,dymmond/edgy,2024-09,1426,0,293,1133,102,316,191,817,0.20546984572230015
control,dymmond/edgy,2024-10,570,0,149,421,82,149,67,272,0.2614035087719298
control,dymmond/edgy,2024-11,242,0,61,181,23,49,38,132,0.25206611570247933
control,dymmond/edgy,2024-12,67,0,12,55,8,31,4,24,0.1791044776119403
control,dymmond/edgy,2025-01,401,0,84,317,44,164,40,153,0.20947630922693267
control,dymmond/edgy,2025-02,134,0,20,114,13,66,7,48,0.14925373134328357
control,dymmond/edgy,2025-03,240,0,33,207,24,109,9,98,0.1375
control,dymmond/edgy,2025-04,386,0,45,341,14,66,31,275,0.11658031088082901
control,dymmond/edgy,2025-05,557,0,153,404,38,52,115,352,0.2746858168761221
control,dymmond/edgy,2025-06,94,0,27,67,18,24,9,43,0.2872340425531915
control,dymmond/edgy,2025-07,1177,0,498,679,19,43,479,636,0.42310960067969416
control,emresen20/Pau-Bilgisayar-nots,2024-03,0,0,0,0,0,0,0,0,
control,emresen20/Pau-Bilgisayar-nots,2024-04,0,0,0,0,0,0,0,0,
control,emresen20/Pau-Bilgisayar-nots,2024-05,0,0,0,0,0,0,0,0,
control,emresen20/Pau-Bilgisayar-nots,2024-06,6,0,4,2,4,2,0,0,0.6666666666666666
control,emresen20/Pau-Bilgisayar-nots,2024-07,0,0,0,0,0,0,0,0,
control,emresen20/Pau-Bilgisayar-nots,2024-12,4,0,1,3,1,3,0,0,0.25
control,evermoving/SystemCaptioner,2024-10,188,0,57,131,34,39,23,92,0.30319148936170215
control,evermoving/SystemCaptioner,2024-11,5,0,1,4,1,0,0,4,0.2
control,evermoving/SystemCaptioner,2024-12,0,0,0,0,0,0,0,0,
control,evermoving/SystemCaptioner,2025-08,0,0,0,0,0,0,0,0,
control,golemfoundation/octant,2024-01,504,0,228,276,146,101,82,175,0.4523809523809524
control,golemfoundation/octant,2024-02,132,0,39,93,21,42,18,51,0.29545454545454547
control,golemfoundation/octant,2024-03,673,0,290,383,200,155,90,228,0.4309063893016345
control,golemfoundation/octant,2024-04,466,0,136,330,86,95,50,235,0.2918454935622318
control,golemfoundation/octant,2024-05,413,0,124,289,70,111,54,178,0.30024213075060535
control,golemfoundation/octant,2024-06,512,0,165,347,103,140,62,207,0.322265625
control,golemfoundation/octant,2024-07,150,0,37,113,15,28,22,85,0.24666666666666667
control,golemfoundation/octant,2024-08,88,0,21,67,17,21,4,46,0.23863636363636365
control,golemfoundation/octant,2024-09,138,0,42,96,25,43,17,53,0.30434782608695654
control,golemfoundation/octant,2024-10,334,0,101,233,83,140,18,93,0.3023952095808383
control,golemfoundation/octant,2024-11,20,0,3,17,0,2,3,15,0.15
control,golemfoundation/octant,2024-12,255,0,79,176,63,74,16,102,0.30980392156862746
control,golemfoundation/octant,2025-01,198,0,46,152,35,81,11,71,0.23232323232323232
control,golemfoundation/octant,2025-02,246,0,68,178,44,105,24,73,0.2764227642276423
control,golemfoundation/octant,2025-03,376,0,73,303,52,172,21,131,0.19414893617021275
control,golemfoundation/octant,2025-04,492,0,84,408,65,131,19,277,0.17073170731707318
control,golemfoundation/octant,2025-05,304,0,57,247,48,129,9,118,0.1875
control,golemfoundation/octant,2025-06,97,0,25,72,2,2,23,70,0.25773195876288657
control,golemfoundation/octant,2025-07,9,0,4,5,4,1,0,4,0.4444444444444444
control,golemfoundation/octant,2025-08,0,0,0,0,0,0,0,0,
control,infected4098/Wave-U-Mamba,2024-09,75,0,21,54,21,47,0,7,0.28
control,infected4098/Wave-U-Mamba,2024-10,0,0,0,0,0,0,0,0,
control,infected4098/Wave-U-Mamba,2024-12,0,0,0,0,0,0,0,0,
control,infected4098/Wave-U-Mamba,2025-02,3,0,0,3,0,0,0,3,0.0
control,infected4098/Wave-U-Mamba,2025-05,0,0,0,0,0,0,0,0,
control,infected4098/Wave-U-Mamba,2025-06,0,0,0,0,0,0,0,0,
control,infected4098/Wave-U-Mamba,2025-08,23,0,3,20,3,16,0,4,0.13043478260869565
control,itsKayWat/MindfulShift-2025,2024-12,23,0,5,18,5,18,0,0,0.21739130434782608
control,jacebrowning/datafiles,2024-01,22,0,4,18,2,5,2,13,0.18181818181818182
control,jacebrowning/datafiles,2024-03,0,0,0,0,0,0,0,0,
control,jacebrowning/datafiles,2024-05,6,0,2,4,2,2,0,2,0.3333333333333333
control,jacebrowning/datafiles,2024-07,0,0,0,0,0,0,0,0,
control,jacebrowning/datafiles,2024-08,0,0,0,0,0,0,0,0,
control,jacebrowning/datafiles,2024-10,7,0,5,2,5,0,0,2,0.7142857142857143
control,jacebrowning/datafiles,2024-11,0,0,0,0,0,0,0,0,
control,jacebrowning/datafiles,2025-02,13,0,5,8,0,0,5,8,0.38461538461538464
control,jacebrowning/datafiles,2025-04,0,0,0,0,0,0,0,0,
control,jacebrowning/datafiles,2025-05,0,0,0,0,0,0,0,0,
control,jacebrowning/datafiles,2025-06,0,0,0,0,0,0,0,0,
control,jacebrowning/datafiles,2025-07,0,0,0,0,0,0,0,0,
control,jfcrenshaw/pzflow,2024-02,4,0,0,4,0,0,0,4,0.0
control,jfcrenshaw/pzflow,2024-05,0,0,0,0,0,0,0,0,
control,jfcrenshaw/pzflow,2025-02,0,0,0,0,0,0,0,0,
control,jfcrenshaw/pzflow,2025-03,7,0,0,7,0,2,0,5,0.0
control,jinli99/iShapEditing,2024-03,706,0,218,488,215,470,3,18,0.3087818696883853
control,jinli99/iShapEditing,2024-11,15,0,4,11,0,3,4,8,0.26666666666666666
control,jinli99/iShapEditing,2025-03,0,0,0,0,0,0,0,0,
control,jrowellfx/lsseq,2024-08,0,0,0,0,0,0,0,0,
control,jrowellfx/lsseq,2024-09,1,0,0,1,0,0,0,1,0.0
control,jrowellfx/lsseq,2025-01,2,0,0,2,0,0,0,2,0.0
control,jrowellfx/lsseq,2025-02,0,0,0,0,0,0,0,0,
control,jrowellfx/lsseq,2025-03,0,0,0,0,0,0,0,0,
control,jrowellfx/lsseq,2025-05,0,0,0,0,0,0,0,0,
control,jrowellfx/lsseq,2025-06,1,0,0,1,0,0,0,1,0.0
control,jrowellfx/lsseq,2025-07,9,0,0,9,0,1,0,8,0.0
control,kangtegong/pyftrace,2024-10,42,0,24,18,24,18,0,0,0.5714285714285714
control,kangtegong/pyftrace,2024-11,161,0,52,109,41,45,11,64,0.32298136645962733
control,kangtegong/pyftrace,2024-12,12,0,0,12,0,0,0,12,0.0
control,kangtegong/pyftrace,2025-03,20,0,6,14,2,0,4,14,0.3
control,kuleshov-group/caduceus,2024-02,359,0,131,228,131,226,0,2,0.3649025069637883
control,kuleshov-group/caduceus,2024-03,5,0,0,5,0,0,0,5,0.0
control,kuleshov-group/caduceus,2024-04,18,0,4,14,4,14,0,0,0.2222222222222222
control,kuleshov-group/caduceus,2024-05,0,0,0,0,0,0,0,0,
control,kuleshov-group/caduceus,2024-06,2,0,0,2,0,1,0,1,0.0
control,kuleshov-group/caduceus,2024-08,0,0,0,0,0,0,0,0,
control,kuleshov-group/caduceus,2024-10,1,0,0,1,0,0,0,1,0.0
control,kuleshov-group/caduceus,2025-01,1,0,0,1,0,0,0,1,0.0
control,kuleshov-group/caduceus,2025-05,3,0,0,3,0,0,0,3,0.0
control,kuleshov-group/caduceus,2025-06,0,0,0,0,0,0,0,0,
control,lancedb/lancedb,2024-04,987,0,422,565,259,220,163,345,0.4275582573454914
control,lancedb/lancedb,2024-05,29,0,13,16,4,5,9,11,0.4482758620689655
control,lancedb/lancedb,2024-06,26,0,6,20,4,11,2,9,0.23076923076923078
control,lancedb/lancedb,2024-07,79,0,24,55,10,22,14,33,0.3037974683544304
control,lancedb/lancedb,2024-08,173,0,42,131,18,27,24,104,0.24277456647398843
control,lancedb/lancedb,2024-09,128,0,46,82,24,35,22,47,0.359375
control,lancedb/lancedb,2024-10,55,0,16,39,11,18,5,21,0.2909090909090909
control,lancedb/lancedb,2024-11,189,0,86,103,44,39,42,64,0.455026455026455
control,lancedb/lancedb,2024-12,279,0,116,163,56,39,60,124,0.4157706093189964
control,lancedb/lancedb,2025-01,210,0,59,151,21,67,38,84,0.28095238095238095
control,lancedb/lancedb,2025-02,128,0,40,88,25,26,15,62,0.3125
control,lancedb/lancedb,2025-03,149,0,61,88,19,22,42,66,0.40939597315436244
control,lancedb/lancedb,2025-04,207,0,95,112,57,36,38,76,0.45893719806763283
control,lancedb/lancedb,2025-05,86,0,25,61,2,3,23,58,0.29069767441860467
control,lancedb/lancedb,2025-06,59,0,24,35,15,15,9,20,0.4067796610169492
control,lancedb/lancedb,2025-07,62,0,24,38,7,9,17,29,0.3870967741935484
control,lancedb/lancedb,2025-08,185,0,81,104,54,56,27,48,0.43783783783783786
control,loml13yyy/AtlassianConfluence-RCE,2024-10,4,0,3,1,2,1,1,0,0.75
control,loml13yyy/yyGRPU8,2024-10,4,0,2,2,2,1,0,1,0.5
control,markmelnic/stealthenium,2024-08,22,0,6,16,6,16,0,0,0.2727272727272727
control,markmelnic/stealthenium,2024-10,0,0,0,0,0,0,0,0,
control,markmelnic/stealthenium,2025-02,1,0,0,1,0,0,0,1,0.0
control,microsoft/AzureTRE,2024-01,102,0,11,91,4,11,7,80,0.10784313725490197
control,microsoft/AzureTRE,2024-02,2,0,0,2,0,1,0,1,0.0
control,microsoft/AzureTRE,2024-03,0,0,0,0,0,0,0,0,
control,microsoft/AzureTRE,2024-04,0,0,0,0,0,0,0,0,
control,microsoft/AzureTRE,2024-05,10,0,0,10,0,3,0,7,0.0
control,microsoft/AzureTRE,2024-06,6,0,0,6,0,2,0,4,0.0
control,microsoft/AzureTRE,2024-07,0,0,0,0,0,0,0,0,
control,microsoft/AzureTRE,2024-08,0,0,0,0,0,0,0,0,
control,microsoft/AzureTRE,2024-09,0,0,0,0,0,0,0,0,
control,microsoft/AzureTRE,2024-10,49,0,9,40,7,12,2,28,0.1836734693877551
control,microsoft/AzureTRE,2024-11,4,0,0,4,0,3,0,1,0.0
control,microsoft/AzureTRE,2024-12,20,0,0,20,0,3,0,17,0.0
control,microsoft/AzureTRE,2025-01,0,0,0,0,0,0,0,0,
control,microsoft/AzureTRE,2025-02,59,0,8,51,5,38,3,13,0.13559322033898305
control,microsoft/AzureTRE,2025-03,1,0,0,1,0,0,0,1,0.0
control,microsoft/AzureTRE,2025-04,78,0,11,67,9,38,2,29,0.14102564102564102
control,microsoft/AzureTRE,2025-05,6,0,1,5,1,0,0,5,0.16666666666666666
control,microsoft/AzureTRE,2025-06,4,0,0,4,0,0,0,4,0.0
control,microsoft/AzureTRE,2025-07,18,0,3,15,1,9,2,6,0.16666666666666666
control,microsoft/semantic-link-labs,2024-05,416,0,78,338,39,186,39,152,0.1875
control,microsoft/semantic-link-labs,2024-06,1042,0,257,785,50,131,207,654,0.24664107485604606
control,microsoft/semantic-link-labs,2024-07,295,0,58,237,11,30,47,207,0.19661016949152543
control,microsoft/semantic-link-labs,2024-08,471,0,76,395,44,131,32,264,0.1613588110403397
control,microsoft/semantic-link-labs,2024-09,541,0,65,476,25,122,40,354,0.12014787430683918
control,microsoft/semantic-link-labs,2024-10,345,0,52,293,7,36,45,257,0.15072463768115943
control,microsoft/semantic-link-labs,2024-11,302,0,33,269,7,62,26,207,0.10927152317880795
control,microsoft/semantic-link-labs,2024-12,660,0,87,573,15,45,72,528,0.1318181818181818
control,microsoft/semantic-link-labs,2025-01,726,0,108,618,11,27,97,591,0.1487603305785124
control,microsoft/semantic-link-labs,2025-02,600,0,109,491,86,319,23,172,0.18166666666666667
control,microsoft/semantic-link-labs,2025-03,342,0,64,278,15,44,49,234,0.1871345029239766
control,microsoft/semantic-link-labs,2025-04,125,0,19,106,6,31,13,75,0.152
control,microsoft/semantic-link-labs,2025-05,599,0,132,467,87,195,45,272,0.22036727879799667
control,microsoft/semantic-link-labs,2025-06,459,0,46,413,4,39,42,374,0.10021786492374728
control,microsoft/semantic-link-labs,2025-07,137,0,8,129,1,35,7,94,0.058394160583941604
control,microsoft/semantic-link-labs,2025-08,105,0,20,85,2,8,18,77,0.19047619047619047
control,monero-project/meta,2025-05,0,0,0,0,0,0,0,0,
control,neuml/rag,2024-07,16,0,5,11,5,11,0,0,0.3125
control,neuml/rag,2024-08,14,0,4,10,2,2,2,8,0.2857142857142857
control,neuml/rag,2024-09,0,0,0,0,0,0,0,0,
control,neuml/rag,2024-10,0,0,0,0,0,0,0,0,
control,neuml/rag,2024-11,1,0,1,0,0,0,1,0,1.0
control,neuml/rag,2024-12,2,0,1,1,0,0,1,1,0.5
